Patent_Code,Patent_Number,Patent_ID,Status,Classes,Title,Organization
PV,2013-27,304725,Zaniklý dokument,"C12N1/20, C12R1/225, A23L2/84, A23L2/02, A23L1/105, C12G3/02, A23L7/104, C12G3/024, C12G3/021, C12G3/025",CS: Kmen bakterií Lactobacillus paracasei RIBM 2-107 a jeho použití při výrobě nealkoholických a nízkoalkoholických nápojů z ovocných a/nebo obilných substrátůEN: Strain of Lactobacillus paracasei RIBM 2-107 bacteria and use thereof in the preparation of non-alcoholic and low-alcoholic beverages from fruit and/or corn substrates,"Výzkumný ústav pivovarský a sladařský, a.s., Praha 2, Česká republika"
PV,2013-28,306974,Zaniklý dokument,"C12N1/20, C12R1/225, A23L2/02, A23L2/84, A23L1/105, C12G3/02, A23L7/104, C12G3/025",CS: Kmen bakterií Lactobacillus sp. RIBM 2-108 a jeho použití při výrobě nealkoholických a nízkoalkoholických nápojů z ovocných a/nebo obilných substrátůEN: The strain of Lactobacillus sp. RIBM 2-108 and its use in the production of non-alcoholic and low-alcohol beverages from fruit and/or cereal substrates,"Výzkumný ústav pivovarský a sladařský, a.s., Praha 2, Nové Město, Česká republika"
PV,2013-34,304656,Platný dokument,"B32B3/06, B32B5/08, G10K11/172, E04B1/84, D04H1/70, B82B1/00",CS: Zvukově pohltivý prostředek obsahující alespoň jednu akustickou rezonanční membránu tvořenou vrstvou polymerních nanovlákenEN: Sound absorbing means containing at least one acoustic sounding board formed by a layer of polymer nanofibers,"Technická univerzita v Liberci, Liberec, Liberec I-Staré Město, Česká republika"
PV,2013-54,304318,Platný dokument,"C02F103/06, C02F1/78, C02F101/30, B82B1/00","CS: Způsob remediace podzemní vody zejména vody znečištěné organickými látkami s pomocí ozonizace a zařízení k provádění tohoto způsobuEN: Remediation method of underground water, especially water polluted with organic substances by means of ozonization and apparatus for making the same","DEKONTA, a.s., Dřetovice, Česká republika"
PV,2013-121,304285,Zaniklý dokument,"B65G33/14, B65G43/00","CS: Fluidizační šnekovnice, fluidizační šnekový dopravník a způsob dopravy obtížně tekoucího materiáluEN: Fluidization worm, fluidization worm conveyor and method of transporting difficult to flow material","Vysoká škola báňská-Technická univerzita Ostrava, Ostrava-Poruba, Česká republika"
PV,2013-202,304707,Zaniklý dokument,"E04B1/58, E04B1/38, E04B1/26",CS: Lineární trámový spojEN: Linear girder connection,"Vysoká škola technická a ekonomická v Českých Budějovicích, České Budějovice, Česká republika"
PV,2013-204,304449,Zaniklý dokument,"B65G3/00, C05F3/00",CS: Turniketový podavač pro fluidizaci sypké hmoty a způsob fluidizace sypké hmotyEN: Rotary vane feeder for bulk material fluidization and fluidization process of bulk material,"Vysoká škola báňská-Technická univerzita Ostrava, Ostrava-Poruba, Česká republika"
PV,2013-238,304499,Zaniklý dokument,"B65G49/00, B65B37/20","CS: Dávkovač kusového paliva, zejména pelet, pro zařízení pro vysokotlaké zplynováníEN: Lump fuel dosing device, particularly pellet dosing device for high-pressure gasification apparatus","Jiří Surý, Čejkovice, Česká republika"
SPC,2013-253,1966202,Platný dokument,NULL,CS: Jakavi-ruxolitinib,"Incyte Holdings Corporation, Wilmington, 19803, Delaware, Spojené státy americké"
PV,2013-294,304286,Zaniklý dokument,"A62D3/30, C10G21/06","CS: Způsob extrakce polutantů, zejména slabě vázaných polycyklických aromatických uhlovodíků (PAU) z půdního vzorku a zařízení pro provádění tohoto způsobuEN: Method of extracting pollutants, particularly weakly bound polycyclic aromatic hydrocarbons from a soil sample and apparatus for making the same","DEKONTA, a.s., Stehelčeves, Česká republikaMikrobiologický ústav AV ČR, v.v.i., Praha 4, Česká republika"
EP,2015-713560,3119222,Zaniklý dokument,"A24F47/00, A61M15/06, A61M11/08, A61M15/00",CS: InhalátorEN: AN INHALER,"Kind Consumer Limited, London EC1R 5AR, Velká Británie"
PV,2013-312,304329,Zaniklý dokument,"B65G43/08, B65G47/22, G01F1/704, G01F1/74",CS: Validační korečkový elevátor pro modelování mechanických procesů a způsob modelování mechanických procesůEN: Validation bucket elevator for modeling mechanical processes and method of modeling mechanical processes,"Vysoká škola báňská-Technická univerzita Ostrava, Ostrava-Poruba, Česká republika"
SPC,2013-319,1893196,Platný dokument,NULL,CS: XTANDI - enzalutamid,"The Regents of The University of California, Oakland, CA 94607-5200, Spojené státy americké"
PV,2013-454,306395,Platný dokument,"G08G1/01, G08G1/09",CS: Komunikační zařízení pro dopravní prostředekEN: Communication device for means of conveyance,"Ing. Stanislav Koucký, Liberec, Liberec XV-Starý Harcov, Česká republika"
PV,2013-521,304289,Zaniklý dokument,"B65G65/28, B02C19/00, C05F3/00",CS: Zařízení pro míchání mrvy a podestýlkyEN: Device for mixing manure and litter,"Výzkumný ústav zemědělské techniky, v. v. i., Praha 6 - Ruzyně, Česká republika"
PV,2013-677,304835,Platný dokument na poshovovací lhůtě,"F23G7/00, F23G5/10",CS: Způsob výroby paliv pro energetiku a zařízení pro výrobu palivEN: Process for producing fuels for power engineering and fuel producing apparatus,"HEDVIGA GROUP, a.s., Frýdek-Místek, Frýdek, Česká republika"
PV,2013-705,304810,Zaniklý dokument,E01C23/06,CS: Způsob opravy poškozených míst vozovek a komunikacíEN: Method of repairing damaged places of roads,"Ústav chemických procesů AV ČR, v. v. i., Praha 6 – Suchdol, Česká republika"
PV,2013-765,304502,Zaniklý dokument,"B65G15/08, B65G15/60",CS: Válečková stolice pro dopravní pásy strmého pásového dopravníkuEN: Idler assembly for conveyor belts of steep-incline belt conveyor,"Vysoká škola báňská-Technická univerzita Ostrava, Ostrava-Poruba, Česká republika"
PV,2013-794,304861,Platný dokument,"C25B9/08, C25B1/06, C25B11/02, C25B9/19, C25B1/04",CS: Elektrolyzér pro výrobu vodíkuEN: Electrolytic cell for preparing hydrogen,"Jan Pliska, Březová, Česká republikaEva Plisková, Březová, Česká republika"
PV,2013-801,304773,Zaniklý dokument,"B03B9/06, C22B7/00, C10B53/00, C02F11/10, F27D7/02",CS: Způsob odstraňování ropných látek z jimi znečištěných materiálů a zařízení k provádění tohoto způsobuEN: Method of removing oil and oil products from materials contaminated thereby and apparatus for making the same,"TŘINECKÉ ŽELEZÁRNY, a. s., Třinec, Staré Město, Česká republika"
PV,2013-814,305517,Zaniklý dokument,"G01N15/08, G01N13/04, G01N33/24, G01V3/26, G01F23/24",CS: Permeametr s dávkovacím čerpadlemEN: Permeameter with proportioning pump,"Výzkumný ústav meliorací a ochrany půdy,v. v. i., Praha 5, Zbraslav, Česká republika"
PV,2013-826,305677,Zrušený patent,"A62B18/02, A62B23/02, A62B7/00, A62B7/10",CS: Ochranná dýchací maska se společným nádechovým a výdechovým otvoremEN: Protective breathing mask with common aspiration and expiratory opening,"Technická univerzita v Liberci, Liberec, Liberec I-Staré Město, Česká republika"
PV,2013-859,305564,Platný dokument,"A61G5/04, A61G7/002, A61G7/005, A61G7/008, A61G7/08, A61G7/015, A61G7/018, A61G5/06, A61G5/10",CS: Robotické mobilní modifikovatelné lůžkoEN: Robotic mobile modifiable bed,"REACONT,  a.s., Ostrava, Moravská Ostrava, Česká republika"
PV,2013-882,305546,Zaniklý dokument,"G01K1/08, G01K1/20, G01K13/00, G01J5/00, G01K13/25, G01J5/48",CS: Tepelný štít pro eliminaci okolních vlivů prostředí při termografickém měření a způsob jejich prováděníEN: Thermal shield for elimination of environmental effects when conducting thermographic measurements and method of making the same,"Vysoká škola báňská - Technická univerzita Ostrava, Ostrava-Poruba, Česká republika"
EP,2015-714638,3111223,Neúčinný EP od počátku,G01N33/574,"EN: BIOMARKERS FOR LUNG CANCER, ASSOCIATED METHODS, AND KITS","ImmunePharma S.r.l., 84084 Fisciano (SA), Itálie"
PV,2013-885,305371,Platný dokument,"A23J1/20, A23J3/08, A23C21/00, B01D15/08, C07K14/79",CS: Způsob separace syrovátkových proteinů z mléčného média a zařízení k provádění tohoto způsobuEN: Separation process of whey proteins from milk medium and apparatus for making the same,"Univerzita Palackého v Olomouci, Olomouc, Česká republika"
PV,2013-904,305208,Platný dokument,"D02J1/22, D01D5/247, D01D5/24",CS: Způsob úpravy dutého vlákna pro výměníky teplaEN: Method of modifying hollow fiber for heat exchangers,"Vysoké učení technické v Brně, Brno, Veveří, Česká republika"
PV,2013-922,305414,Zaniklý dokument,"B32B3/08, B32B3/10, B32B3/30, B32B37/10",CS: Způsob výroby velkoplošných žebrovaných kompozitních panelů a/nebo profilových desekEN: Process for producing large-area ribbed composite panels and/or profile plates,"Vysoká škola technická a ekonomická v Českých Budějovicích, České Budějovice, Česká republika"
PV,2013-944,305194,Zaniklý dokument,"B65G27/16, G01F1/00, G01F1/20, G01F1/002",CS: Způsob modelování mechanických procesů sypkých hmot a zařízení k provádění tohoto způsobuEN: Method of modeling mechanical processes of bulk materials and device for making the same,"Vysoká škola báňská-Technická univerzita Ostrava, Ostrava - Poruba, Česká republika"
PV,2013-993,304972,Zaniklý dokument,"A61B18/04, A61B18/14","CS: Laparoskopický radiofrekvenční operační nástroj, zejména pro jaterní resekceEN: Laparoscopic radio frequency surgical instrument, particularly for liver resections","Ing. Petr Gross s.r.o., Milotice nad Bečvou, Česká republikaOstravská univerzita v Ostravě, Ostrava, Česká republika"
PV,2013-1015,305136,Zaniklý dokument,"B65G23/44, B65G47/34, B07C5/00",CS: Validační řetězový dopravník s unášeči a způsob modelování mechanických procesů s jeho pomocíEN: Validation chain conveyor with drivers and method of modeling mechanical processes by making use thereof,"Vysoká škola báňská-Technická univerzita Ostrava, Ostrava- Poruba, Česká republika"
PV,2013-1027,305235,Zaniklý dokument,"A61B5/11, A61H1/02",CS: Zařízení k měření kloubního rozsahu ramenního kloubu a způsob měřeníEN: Device to measure shoulder joint range and measuring method,"Vysoká škola báňská-Technická univerzita Ostrava, Ostrava-Poruba, Česká republika"
PV,2013-1088,305321,Zaniklý dokument,"C10B47/00, C10B53/02",CS: Reaktor pro velmi rychlý termický rozklad biomasyEN: Reactor for very quick thermal decomposition of biomass,"ATEA Praha, s.r.o., Chrášťany, Česká republikaVýzkumný ústav zemědělské techniky, v. v. i., Praha 6, Ruzyně, Česká republika"
EP,2013-1868,2789661,Neúčinný EP od počátku,"C09D183/10, C08F2/48",EN: HYBRID ORGANIC-INORGANIC NANOSTRUCTURED UV-CURABLE FORMULATION AND METHOD FOR PREPARATION THEREOF,"Università del Salento, 73100 Lecce, Itálie"
EP,2013-5042,2733285,Neúčinný EP od počátku,"E04H5/02, E04H12/22, H01Q1/12",EN: Radio station,"Ebner, Wolfgang, 4643 Pettenbach, Rakousko"
PUV,2013-27529,25643,Zaniklý dokument,"F24B1/183, F24B9/04","CS: Zařízení pro dodatečné využití tepla spalin, zejména pro kamna nebo krbyEN: Apparatus for additional use of combustion products heat, especially for stoves or fireplaces","Romotop spol. s r. o., Suchdol nad Odrou, Česká republika"
PUV,2013-27543,25580,Zaniklý dokument,"A23G1/30, C12C3/06",CS: Potravinový přípravek na bázi čokolády s čerstvým chmelemEN: Chocolate-based food preparation with fresh hop,"Výzkumný ústav potravinářský Praha, v.v.i., Praha, Česká republikaVýzkumný ústav pivovarský a sladařský, a.s., Praha, Česká republikaFakultní Thomayerova nemocnice s poliklinikou, 
státní příspěvková organizace, Praha - Krč, Česká republika"
PUV,2013-27788,25440,Zaniklý dokument,"F01D15/10, H02K7/18, F01K13/00, F02C3/28",CS: Soustrojí pro výrobu elektrické energieEN: Electric power generating set,"Jiří Surý, Čejkovice, Česká republika"
PUV,2013-27805,25558,Zaniklý dokument,"G01N27/02, G01N27/07, G01N31/22",CS: Čidlo pro měření relativní vlhkosti v širokém rozsahu teplot a relativní vlhkostiEN: Sensor for measuring relative humidity within a broad range of temperatures and relative humidity,"Univerzita Pardubice, Pardubice, Česká republikaZápadočeská univerzita v Plzni, Plzeň, Jižní Předměstí, Česká republikaCentrum organické chemie s.r.o., Rybitví, Česká republika"
PUV,2013-28060,25984,Zaniklý dokument,"G01W1/14, G01W1/02, G01J1/00, G01K7/00",CS: Zařízení na měření časového průběhu výšky a teplotního profilu sněhové vrstvy a teploty vzduchuEN: Apparatus to measure time behavior of height and temperature profile of snow layer and air temperature,"Česká zemědělská univerzita v Praze, Praha - Suchdol, Česká republika"
PUV,2013-28155,25795,Zaniklý dokument,"B29C73/02, B32B17/10, C03C17/32","CS: Zařízení pro opravy lokálních poškození vrstvených skel, zejména skel automobilů a jiných dopravních prostředkůEN: Apparatus for repairing local damages of laminated-glass panes, especially glass panes of automobiles and other means of conveyance","Ing. Vladimír Hauser, České Budějovice, Česká republika"
PUV,2013-28227,25942,Zaniklý dokument,B01D46/00,CS: Lamelový aerosolový odlučovačEN: Lamellar aerosol separator,"ATREA Group a.s., Jablonec nad Nisou, Rýnovice, Česká republika"
PUV,2013-28331,25886,Zaniklý dokument,"F21S4/00, F21S13/00, F21V19/00, F21Y101/02, F21S4/20, F21Y101/00",CS: Svítidlo s vyměnitelným obdélníkovým panelem LED diodEN: Lighting fixture with exchangeable rectangular LED panel,"Pavel Dvořák, Praha 9 - Kbely, Česká republika"
PUV,2013-28332,25887,Zaniklý dokument,"F21S4/00, F21S13/00, F21V19/00, F21Y101/02, F21S4/20, F21Y101/00",CS: Svítidlo s vyměnitelným kruhovým panelem LED diodEN: Lighting fixture with exchangeable circular LED panel,"Pavel Dvořák 
, Praha 9 - Kbely, Česká republika"
PUV,2013-28347,25902,Zaniklý dokument,"E01F9/08, E01F9/087, E01F9/04, E01F11/00, E01F15/02, E01F9/529",CS: Zpomalovací nebo vodicí práh nebo polštářEN: Retarding or guide threshold or cushion,"Ing. Ph.D. Petr Novotný, Pardubice, Česká republika"
PUV,2013-28362,26051,Zaniklý dokument,"A01N65/22, A01N65/36, A01N59/26, A01N59/08, A01N59/02, A01N59/14, A01N59/20, A01N27/00",CS: Kapalný prostředek potlačující výskyt larev smutnic v pěstebním substrátuEN: Liquid formulation suppressing occurrence of Sciara fly larvae in cultivation substrate,"Výzkumný ústav rostlinné výroby, v. v. i., Praha 6 - Ruzyně, Česká republikaAGRO CS a.s., Říkov, Česká republika"
PUV,2013-28381,26243,Zaniklý dokument,"E04H4/06, E04H4/14","CS: Modulový systém pro vytváření kolejnicového vedení, zejména pro pojezd zastřešení bazénůEN: Modular system for making rail guide, especially for travel of swimming pool roof","Bumerang - zastřešení bazénů s.r.o., Velký Týnec, Česká republika"
PUV,2013-28398,27038,Zaniklý dokument,B65D81/18,CS: Nádoba na vodu z průhledného materiáluEN: Water container of transparent material,"Mgr. Eva Behrová, Brno, Česká republika"
PUV,2013-28406,26031,Zaniklý dokument,"F21V17/10, F21V29/00, F21S4/00, F21Y101/02, F21V29/503, F21V29/87, F21S4/20, F21Y101/00",CS: Optimalizovaný panel LED diodEN: Optimized panel of LEDs,"Pavel Dvořák, Praha 9 - Kbely, Česká republika"
PUV,2013-28409,26384,Zaniklý dokument,F23G7/00,CS: Zařízení na výrobu paliv pro využití v energeticeEN: Apparatus for producing fuels for use in power plant engineering,"HEDVIGA GROUP, a.s., Frýdek-Místek, Frýdek, Česká republika"
PUV,2013-28510,26056,Zaniklý dokument,C10B3/00,CS: Zařízení na výrobu uhlíkatého materiálu pro průmyslEN: Apparatus for producing carbonaceous material for industrial purposes,"Juraj Ochvát, Ostrava, Hrabůvka, Česká republikaPetr Krejčí, Brno, Řečkovice, Česká republika"
PUV,2013-28513,26609,Zaniklý dokument,"E04F13/075, E04C2/34","CS: Lehký obvodový plášť panelového typu na bázi dřevaEN: Panel type, wood-based external cladding","České vysoké učení technické v Praze, Praha 6, Dejvice, Česká republika"
PUV,2013-28569,26507,Zaniklý dokument,"F23K5/02, F23K5/10",CS: Zařízení pro úpravu a regulaci plynů pro spalovací zařízeníEN: Apparatus for treatment and control of gases for combustion apparatus,"HEDVIGA GROUP, a.s., Frýdek-Místek, Frýdek, Česká republika"
PUV,2013-28595,26205,Zaniklý dokument,"A23L1/20, A23L11/00",CS: Karbanátek z naklíčené cizrnyEN: Hamburger from pregerminated chickpea,"Výzkumný ústav potravinářský Praha, v.v.i., Praha, Česká republikaVysoká škola chemicko-technologická v Praze, 
Fakulta potravinářské a biochemické technologie, Praha, Česká republika"
PUV,2013-28596,26206,Zaniklý dokument,"A23L1/20, A23C11/10, A23C9/123, A23L1/24, A23L11/00, A23L27/60, A23L11/70, A23L11/45",CS: Studená omáčka ze sójového jogurtuEN: Cold sauce of soy yoghurt,"Výzkumný ústav potravinářský Praha, v.v.i., Praha, Česká republika"
PUV,2013-28597,26207,Zaniklý dokument,"A23L1/20, A23L11/00",CS: Výrobek z naklíčeného hrachuEN: Product of pregerminated peas,"Výzkumný ústav potravinářský Praha, v.v.i., Praha, Česká republika"
PUV,2013-28601,26322,Zaniklý dokument,"A23L1/20, A23C19/09, A23L1/237, A23L11/00, A23L27/40",CS: Výrobek z naklíčené vigny a taveného sýraEN: Product of pregerminated black-eyed pea and processed cheese,"Výzkumný ústav potravinářský Praha, v.v.i., Praha, Česká republika"
PUV,2013-28602,26323,Zaniklý dokument,"A23L1/20, A23C19/09, A23L1/22, A23L11/00, A23L27/00",CS: Pomazánka z okaryEN: Okara spread,"Vysoká škola chemicko-technologická v Praze, 
Fakulta potravinářské a biochemické technologie, Praha, Česká republikaVýzkumný ústav potravinářský Praha, v.v.i., Praha 10, Česká republika"
PUV,2013-28614,26907,Zaniklý dokument,"B32B27/02, B32B27/08, B32B27/32, B32B27/34, B32B5/26, B01D39/16, B82Y30/00, B82B1/00",CS: Textilní laminát pro výrobu skládaných vzduchových filtrůEN: Laminated fabric for manufacture of plaited air filters,"Nanovia s.r.o., Rakovník, Česká republika"
PUV,2013-28621,26729,Zaniklý dokument,"C09D11/02, C09K11/02, C08G16/02",CS: Polymerní inkoust pro materiálový tiskEN: Polymeric ink for material printing,"Univerzita Tomáše Bati ve Zlíně, Zlín, Česká republika"
PUV,2013-28675,26328,Zaniklý dokument,A61B8/04,CS: Systém pro měření a dlouhodobé sledování krevního tlakuEN: System for measuring and long-term monitoring physical activity,"České vysoké učení technické v Praze, Praha 6, Dejvice, Česká republika"
PUV,2013-28677,26256,Zaniklý dokument,"G08B21/02, A61B5/11, G01S19/42, H04W88/02",CS: Zařízení pro podporu pacientů s onemocněním sclerosis multiplexEN: Device to support patients suffering from sclerosis multiplex disease,"České vysoké učení technické v Praze, Praha 6, Dejvice, Česká republika"
PUV,2013-28678,26483,Zaniklý dokument,"H04L12/28, H04L27/00, H04L29/12",CS: Systém pro šifrovanou komunikaci s mobilními biotelemetrickými jednotkami v reálném čase.EN: System for encrypted communication with mobile biotelemetric unit in real time,"České vysoké učení technické v Praze, Praha 6, Dejvice, Česká republika"
PUV,2013-28679,26484,Zaniklý dokument,"E01B7/00, E01B7/22, E01B26/00, E01B2/00","CS: Uspořádání podpražcových podložek u železničních výhybek tvaru 1:18,5-1200-l s přechodovou oblastí ve výhybceEN: Arrangement of sleeper back plates in railway points of the 1:18.5-1200-l shape with transient area in the points","Vysoké učení technické v Brně, Brno, Česká republika"
PUV,2013-28680,26485,Zaniklý dokument,"E01B7/00, E01B7/22, E01B26/00, E01B2/00",CS: Uspořádání podpražcových podložek u železničních výhybek tvaru 1:14-760 s přechodovou oblastí ve výhybceEN: Arrangement of sleeper back plates in railway points of the 1:14.5-760 shape with transient area in the points,"Vysoké učení technické v Brně, Brno, Česká republika"
PUV,2013-28681,26486,Zaniklý dokument,"E01B7/00, E01B7/22, E01B26/00, E01B2/00",CS: Uspořádání podpražcových podložek u železničních výhybek tvaru 1:12-500-I s přechodovou oblastí před žlabovými pražciEN: Arrangement of sleeper back plates in railway points of the 1:12-500-I shape with transient area in front of pea-pod sleepers,"Vysoké učení technické v Brně, Brno, Česká republika"
PUV,2013-28682,26487,Zaniklý dokument,"E01B7/00, E01B7/22, E01B26/00, E01B2/00","CS: Uspořádání podpražcových podložek u železničních výhybek tvaru 1:18,5-1200-l s přechodovou oblastí před žlabovými pražciEN: Arrangement of sleeper back plates in railway points of the 1:18.5-1200-I shape with transient area in front of pea-pod sleepers","Vysoké učení technické v Brně, Brno, Česká republika"
PUV,2013-28683,26488,Zaniklý dokument,"E01B7/00, E01B7/22, E01B26/00, E01B2/00",CS: Uspořádání podpražcových podložek u železničních výhybek tvaru 1:14-760 s přechodovou oblastí před žlabovými pražciEN: Arrangement of sleeper back plates in railway points of the 1:14-760 shape with transient area in front of pea-pod sleepers,"Vysoké učení technické v Brně, Brno, Česká republika"
PUV,2013-28691,27784,Zaniklý dokument,"A62B7/10, A62B9/02, A62B18/02, A62B18/10",CS: Ochranná dýchací maska se společným nádechovým a výdechovým otvoremEN: Protective breathing mask with common aspiration and expiratory opening,"Technická univerzita v Liberci, Liberec, Liberec I-Staré Město, Česká republika"
PUV,2013-28704,28017,Zaniklý dokument,A61N5/06,CS: Systém pro vícebodové sledování fyzické aktivityEN: System for multipoint monitoring of physical activity,"Univerzita Karlova v Praze, Praha 1, Česká republika"
PUV,2013-28708,27458,Zaniklý dokument,"B01D39/14, B82Y30/00, A62B23/00",CS: Rovinný filtr s tvarově nestabilním filtračním materiálem obsahujícím vrstvu nanovlákenEN: Flat filter with shape-unstable filtering material containing a layer of nanofibers,"Technická univerzita v Liberci - Katedra strojírenské technologie
Oddělení tváření kovů a zpracování plastů, Liberec 1, Česká republika"
PUV,2013-28736,26884,Zaniklý dokument,"A61G7/05, A61G7/047, A61G7/002, A61G7/043",CS: Robotické mobilní a modifikovatelné lůžko a mobilní všesměrový podvozekEN: Robotic mobile and modifiable bed and mobile omnidirectional undercarriage,"MORAVSKÝ VÝZKUM, s.r.o., Ostrava, Moravská Ostrava, Česká republika"
PUV,2013-28742,26261,Zaniklý dokument,H05H1/24,CS: Zařízení pro povrchovou úpravu plazmatem generovaným za normálního tlakuEN: Device for surface treatment by plasma generated under normal pressure,"Univerzita Tomáše Bati ve Zlíně, Zlín, Česká republika"
PUV,2013-28809,26737,Zaniklý dokument,F24B1/02,CS: Poloautomatická kamna na dřevo a briketyEN: Semiautomatic wood- and briquette-burning stove,"První šumavská produkční s.r.o., Klatovy, Klatovy I, Česká republika"
PUV,2013-28815,26343,Zaniklý dokument,"E04B2/08, E04B1/04, E01C5/06",CS: Stavební dílecEN: Building element,"Ing. Patrik Hořava, Černá Hora, Česká republika"
PUV,2013-28816,26588,Zaniklý dokument,"B32B3/08, B32B3/10, B32B3/30",CS: Velkoplošný žebrovaný kompozitní panel a/nebo profilová deskaEN: Large-area ribbed composite panel and/or profile plate,"Vysoká škola technická a ekonomická v Českých Budějovicích, České Budějovice, Česká republika"
PUV,2013-28841,27477,Zaniklý dokument,C12C1/18,CS: Žitný sladEN: Rye malt,"Výzkumný ústav pivovarský a sladařský, a.s., Praha 2, Nové Město, Česká republika"
PUV,2013-28905,26841,Zaniklý dokument,"C09K17/40, C05G3/04, C05G3/80",CS: Přípravek ke zlepšení půdních vlastností na bázi hydrotermálně upravených zbytků po anaerobní fermentaciEN: Formulation based on hydrothermally treated residues of anaerobic fermentation for enhancing soil properties,"Výzkumný ústav rostlinné výroby, v. v. i., Praha 6, Ruzyně, Česká republika"
PUV,2013-28906,26865,Zaniklý dokument,"C05F11/00, C05G3/04, C05G3/80",CS: Rostlinný přípravek na bázi hydrotermálně upravených zbytků po anaerobní fermentaciEN: Vegetable preparation based on hydrothermally treated residues of anaerobic fermentation r,"Výzkumný ústav rostlinné výroby, v. v. i., Praha 6, Ruzyně, Česká republika"
PUV,2013-28937,27013,Zaniklý dokument,"G01B11/06, G01B11/00, G01N21/00",CS: Zařízení pro měření tloušťky polovodičových vrstevnatých struktur SOIEN: Apparatus to measure thickness of SOI semiconductor layered structures,"Masarykova univerzita, Brno, Česká republika"
PUV,2013-28962,27016,Zaniklý dokument,"B01J8/08, B01J3/00, F26B21/00",CS: Zařízení pro úpravu biomasy a bioodpadů na uhlí podobnou hmotuEN: Apparatus for treating biomass and biowaste to coal-resembling material,"Výzkumný ústav rostlinné výroby, v. v. i., Praha 6, Ruzyně, Česká republika"
PUV,2013-28991,27506,Zaniklý dokument,B65H45/00,CS: Prostředek pro fixaci rozteče skladů materiáluEN: Means to fix span of material storerooms,"Technická univerzita v Liberci, Liberec, Liberec I-Staré Město, Česká republika"
PUV,2013-28995,26393,Zaniklý dokument,"C08L81/04, C08L81/06, C08L77/00, C08L23/20, C08L31/06, C08J5/16, C09K3/00",CS: Polymerní směs pro nízkoadhezní aplikaceEN: Polymer mixture for low-adhesive applications,"Univerzita Tomáše Bati ve Zlíně, Zlín, Česká republika"
EP,2013-156272,2639143,Neúčinný EP od počátku,"B62H3/00, E05B71/00, B62H3/02",EN: Automatic system for storing cycles and cycle-locking station for such a system,"JCDecaux SA, 92200 Neuilly-Sur-Seine, Francie"
EP,2013-176289,2689658,Neúčinný EP od počátku,A01G27/00,"EN: Priming element for a plant-watering facility, plant-watering kit and facility including such a priming element","Exel Industries, 51200 Epernay, Francie"
EP,2013-193713,2732999,Neúčinný EP od počátku,"B60J5/12, B60P1/26, B60P1/02",EN: Improvements to a goods storage area,"Adams, William Mark, Retford,
Nottinghamshire DN22 8PT, Velká Británie"
EP,2013-193963,2735817,Neúčinný EP od počátku,"F24S20/70, F24S30/40, F16C23/04",EN: Swivel mount for solar tracker shafts,"Grupo Clavijo Elt, S.L., 31230 Viana (Navarra), Španělsko"
EP,2013-305885,2679940,Neúčinný EP od počátku,"F25D3/00, F25D13/06, F25D17/06, F25D25/04, F25D31/00",EN: Passive dispenser of cold accumulators and method of using such a dispenser,"FRIODIS, 93150 Le Blanc Mesnil, Francie"
EP,2013-703431,2812462,Neúčinný EP od počátku,"C23C22/34, C23C22/83, C25D11/24, C25D11/04, C25D11/18, C25D11/30, C23G1/00",EN: METHOD FOR THE SURFACE TREATMENT OF PARTS MADE OF AN ALUMINUM OR MAGNESIUM ALLOY,"Mecaprotec Industries, 31600 Muret, Francie"
EP,2013-704259,2807517,Neúčinný EP od počátku,"G02C7/02, B41M5/24",EN: METHOD OF PRODUCING AN OPTICAL ELEMENT HAVING A MARK,"Transitions Optical, Inc., Pinellas Park, FL 33782, Spojené státy americké"
EP,2013-708785,2822870,Neúčinný EP od počátku,B65D51/00,EN: SEALING DEVICE AND CONTAINER EQUIPPED WITH SUCH A DEVICE,"Biocorp Production, 63500 Issoire, Francie"
EP,2013-710463,2815415,Neúčinný EP od počátku,"H01H71/24, H01H71/74","EN: INSTANTANEOUS TRIP FOR ELECTRICAL APPARATUS FOR PROTECTING LINES, OF THE CIRCUIT BREAKER TYPE","HAGER-ELECTRO SAS, 67210 Obernai, Francie"
EP,2013-710587,2812691,Neúčinný EP od počátku,G01N33/50,EN: CELL DEATH ASSAY,"HQ Medical (Netherlands) B.V., 3043 NA Rotterdam, NizozemskoPubliekrechtelijke rechtspersoon Academisch 
Ziekenhuis Leiden h.o.d.n. 
Leids Universitair Medisch Centrum, 2333 ZA Leiden, Nizozemsko"
EP,2013-710588,2812692,Neúčinný EP od počátku,G01N33/50,EN: PROTEIN TARGET COMPLEX,"HQ Medical (Netherlands) B.V., 3043 NA Rotterdam, NizozemskoPubliekrechtelijke rechtspersoon Academisch 
Ziekenhuis Leiden h.o.d.n. 
Leids Universitair Medisch Centrum, 2333 ZA Leiden, Nizozemsko"
EP,2013-712609,2829156,Platný dokument,"H05B3/60, A23B5/01, A23L3/005",CS: Způsob pro rychlý a homogenní ohřev kapalného výrobku a zařízení pro takový způsobEN: PROCESS FOR FAST AND HOMOGENEOUSLY HEATING A LIQUID PRODUCT AND APPARATUS FOR SUCH PROCESS,"Stichting Wageningen Research, 6708 PB  Wageningen, Nizozemsko"
