Applicant_Name,Country_Code,Application_Number,File_Name,Filing_Date,ID_univerzita,API,TYP,TYP_CISLO
České vysoké učení technické v Praze,CZ,2013-923,OPENDATAST96_PT_CZ_FULL_PV2013-923.xml,2013-11-22,4,PT/2013-923,PT,1
České vysoké učení technické v Praze,CZ,2014-135,OPENDATAST96_PT_CZ_FULL_PV2014-135.xml,2014-03-07,4,PT/2014-135,PT,1
České vysoké učení technické v Praze,CZ,2014-263,OPENDATAST96_PT_CZ_FULL_PV2014-263.xml,2014-04-17,4,PT/2014-263,PT,1
České vysoké učení technické v Praze,CZ,2014-301,OPENDATAST96_PT_CZ_FULL_PV2014-301.xml,2014-05-05,4,PT/2014-301,PT,1
České vysoké učení technické v Praze,CZ,2014-356,OPENDATAST96_PT_CZ_FULL_PV2014-356.xml,2014-05-23,4,PT/2014-356,PT,1
České vysoké učení technické v Praze,CZ,2014-375,OPENDATAST96_PT_CZ_FULL_PV2014-375.xml,2014-06-02,4,PT/2014-375,PT,1
České vysoké učení technické v Praze,CZ,2014-396,OPENDATAST96_PT_CZ_FULL_PV2014-396.xml,2014-06-09,4,PT/2014-396,PT,1
České vysoké učení technické v Praze,CZ,2014-427,OPENDATAST96_PT_CZ_FULL_PV2014-427.xml,2014-06-20,4,PT/2014-427,PT,1
České vysoké učení technické v Praze,CZ,2014-500,OPENDATAST96_PT_CZ_FULL_PV2014-500.xml,2014-07-17,4,PT/2014-500,PT,1
České vysoké učení technické v Praze,CZ,2014-537,OPENDATAST96_PT_CZ_FULL_PV2014-537.xml,2014-08-08,4,PT/2014-537,PT,1
České vysoké učení technické v Praze,CZ,2014-779,OPENDATAST96_PT_CZ_FULL_PV2014-779.xml,2014-11-11,4,PT/2014-779,PT,1
České vysoké učení technické v Praze,CZ,2014-805,OPENDATAST96_PT_CZ_FULL_PV2014-805.xml,2014-11-20,4,PT/2014-805,PT,1
České vysoké učení technické v Praze,CZ,2014-827,OPENDATAST96_PT_CZ_FULL_PV2014-827.xml,2014-11-28,4,PT/2014-827,PT,1
České vysoké učení technické v Praze,CZ,2014-83,OPENDATAST96_PT_CZ_FULL_PV2014-83.xml,2014-02-05,4,PT/2014-83,PT,1
České vysoké učení technické v Praze,CZ,2014-839,OPENDATAST96_PT_CZ_FULL_PV2014-839.xml,2014-12-01,4,PT/2014-839,PT,1
České vysoké učení technické v Praze,CZ,2014-840,OPENDATAST96_PT_CZ_FULL_PV2014-840.xml,2014-12-01,4,PT/2014-840,PT,1
České vysoké učení technické v Praze,CZ,2014-841,OPENDATAST96_PT_CZ_FULL_PV2014-841.xml,2014-12-01,4,PT/2014-841,PT,1
České vysoké učení technické v Praze,CZ,2014-842,OPENDATAST96_PT_CZ_FULL_PV2014-842.xml,2014-12-01,4,PT/2014-842,PT,1
České vysoké učení technické v Praze,CZ,2014-909,OPENDATAST96_PT_CZ_FULL_PV2014-909.xml,2014-12-15,4,PT/2014-909,PT,1
České vysoké učení technické v Praze,CZ,2014-937,OPENDATAST96_PT_CZ_FULL_PV2014-937.xml,2014-12-18,4,PT/2014-937,PT,1
České vysoké učení technické v Praze,CZ,2014-94,OPENDATAST96_PT_CZ_FULL_PV2014-94.xml,2014-02-11,4,PT/2014-94,PT,1
České vysoké učení technické v Praze,CZ,2014-979,OPENDATAST96_PT_CZ_FULL_PV2014-979.xml,2014-12-31,4,PT/2014-979,PT,1
České vysoké učení technické v Praze,CZ,2014-98,OPENDATAST96_PT_CZ_FULL_PV2014-98.xml,2014-02-12,4,PT/2014-98,PT,1
České vysoké učení technické v Praze,CZ,2015-115,OPENDATAST96_PT_CZ_FULL_PV2015-115.xml,2015-02-20,4,PT/2015-115,PT,1
České vysoké učení technické v Praze,CZ,2015-126,OPENDATAST96_PT_CZ_FULL_PV2015-126.xml,2015-02-24,4,PT/2015-126,PT,1
České vysoké učení technické v Praze,CZ,2015-15,OPENDATAST96_PT_CZ_FULL_PV2015-15.xml,2015-01-12,4,PT/2015-15,PT,1
České vysoké učení technické v Praze,CZ,2015-16,OPENDATAST96_PT_CZ_FULL_PV2015-16.xml,2015-01-12,4,PT/2015-16,PT,1
České vysoké učení technické v Praze,CZ,2015-18,OPENDATAST96_PT_CZ_FULL_PV2015-18.xml,2015-01-13,4,PT/2015-18,PT,1
České vysoké učení technické v Praze,CZ,2015-199,OPENDATAST96_PT_CZ_FULL_PV2015-199.xml,2015-03-20,4,PT/2015-199,PT,1
České vysoké učení technické v Praze,CZ,2015-223,OPENDATAST96_PT_CZ_FULL_PV2015-223.xml,2015-03-30,4,PT/2015-223,PT,1
České vysoké učení technické v Praze,CZ,2015-263,OPENDATAST96_PT_CZ_FULL_PV2015-263.xml,2015-04-20,4,PT/2015-263,PT,1
České vysoké učení technické v Praze,CZ,2015-306,OPENDATAST96_PT_CZ_FULL_PV2015-306.xml,2015-05-04,4,PT/2015-306,PT,1
České vysoké učení technické v Praze,CZ,2015-327,OPENDATAST96_PT_CZ_FULL_PV2015-327.xml,2015-05-15,4,PT/2015-327,PT,1
České vysoké učení technické v Praze,CZ,2015-42,OPENDATAST96_PT_CZ_FULL_PV2015-42.xml,2015-01-23,4,PT/2015-42,PT,1
České vysoké učení technické v Praze,CZ,2015-420,OPENDATAST96_PT_CZ_FULL_PV2015-420.xml,2015-06-23,4,PT/2015-420,PT,1
České vysoké učení technické v Praze,CZ,2015-455,OPENDATAST96_PT_CZ_FULL_PV2015-455.xml,2015-07-01,4,PT/2015-455,PT,1
České vysoké učení technické v Praze,CZ,2015-511,OPENDATAST96_PT_CZ_FULL_PV2015-511.xml,2015-07-22,4,PT/2015-511,PT,1
České vysoké učení technické v Praze,CZ,2015-647,OPENDATAST96_PT_CZ_FULL_PV2015-647.xml,2015-09-21,4,PT/2015-647,PT,1
České vysoké učení technické v Praze,CZ,2015-685,OPENDATAST96_PT_CZ_FULL_PV2015-685.xml,2015-10-02,4,PT/2015-685,PT,1
České vysoké učení technické v Praze,CZ,2015-7,OPENDATAST96_PT_CZ_FULL_PV2015-7.xml,2015-01-08,4,PT/2015-7,PT,1
České vysoké učení technické v Praze,CZ,2015-73,OPENDATAST96_PT_CZ_FULL_PV2015-73.xml,2015-02-05,4,PT/2015-73,PT,1
České vysoké učení technické v Praze,CZ,2015-750,OPENDATAST96_PT_CZ_FULL_PV2015-750.xml,2015-10-26,4,PT/2015-750,PT,1
České vysoké učení technické v Praze,CZ,2015-8,OPENDATAST96_PT_CZ_FULL_PV2015-8.xml,2015-01-08,4,PT/2015-8,PT,1
České vysoké učení technické v Praze,CZ,2015-835,OPENDATAST96_PT_CZ_FULL_PV2015-835.xml,2015-11-26,4,PT/2015-835,PT,1
České vysoké učení technické v Praze,CZ,2015-841,OPENDATAST96_PT_CZ_FULL_PV2015-841.xml,2015-11-30,4,PT/2015-841,PT,1
České vysoké učení technické v Praze,CZ,2015-863,OPENDATAST96_PT_CZ_FULL_PV2015-863.xml,2015-12-04,4,PT/2015-863,PT,1
České vysoké učení technické v Praze,CZ,2015-898,OPENDATAST96_PT_CZ_FULL_PV2015-898.xml,2015-12-14,4,PT/2015-898,PT,1
České vysoké učení technické v Praze,CZ,2015-911,OPENDATAST96_PT_CZ_FULL_PV2015-911.xml,2015-12-18,4,PT/2015-911,PT,1
České vysoké učení technické v Praze,CZ,2015-912,OPENDATAST96_PT_CZ_FULL_PV2015-912.xml,2015-12-18,4,PT/2015-912,PT,1
České vysoké učení technické v Praze,CZ,2016-225,OPENDATAST96_PT_CZ_FULL_PV2016-225.xml,2016-04-19,4,PT/2016-225,PT,1
České vysoké učení technické v Praze,CZ,2016-269,OPENDATAST96_PT_CZ_FULL_PV2016-269.xml,2016-05-10,4,PT/2016-269,PT,1
České vysoké učení technické v Praze,CZ,2016-272,OPENDATAST96_PT_CZ_FULL_PV2016-272.xml,2016-05-10,4,PT/2016-272,PT,1
České vysoké učení technické v Praze,CZ,2016-540,OPENDATAST96_PT_CZ_FULL_PV2016-540.xml,2016-09-05,4,PT/2016-540,PT,1
České vysoké učení technické v Praze,CZ,2016-595,OPENDATAST96_PT_CZ_FULL_PV2016-595.xml,2016-09-23,4,PT/2016-595,PT,1
České vysoké učení technické v Praze,CZ,2016-656,OPENDATAST96_PT_CZ_FULL_PV2016-656.xml,2016-10-20,4,PT/2016-656,PT,1
České vysoké učení technické v Praze,CZ,2016-673,OPENDATAST96_PT_CZ_FULL_PV2016-673.xml,2016-10-31,4,PT/2016-673,PT,1
České vysoké učení technické v Praze,CZ,2016-697,OPENDATAST96_PT_CZ_FULL_PV2016-697.xml,2016-11-08,4,PT/2016-697,PT,1
České vysoké učení technické v Praze,CZ,2016-761,OPENDATAST96_PT_CZ_FULL_PV2016-761.xml,2016-12-04,4,PT/2016-761,PT,1
České vysoké učení technické v Praze,CZ,2016-8,OPENDATAST96_PT_CZ_FULL_PV2016-8.xml,2016-01-11,4,PT/2016-8,PT,1
České vysoké učení technické v Praze,CZ,2016-823,OPENDATAST96_PT_CZ_FULL_PV2016-823.xml,2016-12-22,4,PT/2016-823,PT,1
České vysoké učení technické v Praze,CZ,2017-107,OPENDATAST96_PT_CZ_FULL_PV2017-107.xml,2017-02-24,4,PT/2017-107,PT,1
České vysoké učení technické v Praze,CZ,2017-130,OPENDATAST96_PT_CZ_FULL_PV2017-130.xml,2017-03-09,4,PT/2017-130,PT,1
České vysoké učení technické v Praze,CZ,2017-270,OPENDATAST96_PT_CZ_FULL_PV2017-270.xml,2017-05-16,4,PT/2017-270,PT,1
České vysoké učení technické v Praze,CZ,2017-34,OPENDATAST96_PT_CZ_FULL_PV2017-34.xml,2017-01-24,4,PT/2017-34,PT,1
České vysoké učení technické v Praze,CZ,2017-346,OPENDATAST96_PT_CZ_FULL_PV2017-346.xml,2017-06-16,4,PT/2017-346,PT,1
České vysoké učení technické v Praze,CZ,2017-386,OPENDATAST96_PT_CZ_FULL_PV2017-386.xml,2017-06-30,4,PT/2017-386,PT,1
České vysoké učení technické v Praze,CZ,2017-413,OPENDATAST96_PT_CZ_FULL_PV2017-413.xml,2017-07-18,4,PT/2017-413,PT,1
České vysoké učení technické v Praze,CZ,2017-520,OPENDATAST96_PT_CZ_FULL_PV2017-520.xml,2017-09-07,4,PT/2017-520,PT,1
České vysoké učení technické v Praze,CZ,2017-710,OPENDATAST96_PT_CZ_FULL_PV2017-710.xml,2017-11-06,4,PT/2017-710,PT,1
České vysoké učení technické v Praze,CZ,2017-712,OPENDATAST96_PT_CZ_FULL_PV2017-712.xml,2017-11-06,4,PT/2017-712,PT,1
České vysoké učení technické v Praze,CZ,2017-718,OPENDATAST96_PT_CZ_FULL_PV2017-718.xml,2017-11-08,4,PT/2017-718,PT,1
České vysoké učení technické v Praze,CZ,2017-860,OPENDATAST96_PT_CZ_FULL_PV2017-860.xml,2017-12-31,4,PT/2017-860,PT,1
České vysoké učení technické v Praze,CZ,2017-94,OPENDATAST96_PT_CZ_FULL_PV2017-94.xml,2017-02-17,4,PT/2017-94,PT,1
České vysoké učení technické v Praze,CZ,2018-291,OPENDATAST96_PT_CZ_FULL_PV2018-291.xml,2018-06-14,4,PT/2018-291,PT,1
České vysoké učení technické v Praze,CZ,2018-308,OPENDATAST96_PT_CZ_FULL_PV2018-308.xml,2018-06-25,4,PT/2018-308,PT,1
České vysoké učení technické v Praze,CZ,2018-375,OPENDATAST96_PT_CZ_FULL_PV2018-375.xml,2018-07-25,4,PT/2018-375,PT,1
České vysoké učení technické v Praze,CZ,2018-537,OPENDATAST96_PT_CZ_FULL_PV2018-537.xml,2018-10-09,4,PT/2018-537,PT,1
České vysoké učení technické v Praze,CZ,2018-587,OPENDATAST96_PT_CZ_FULL_PV2018-587.xml,2018-10-29,4,PT/2018-587,PT,1
České vysoké učení technické v Praze,CZ,2018-593,OPENDATAST96_PT_CZ_FULL_PV2018-593.xml,2018-10-31,4,PT/2018-593,PT,1
České vysoké učení technické v Praze,CZ,2018-64,OPENDATAST96_PT_CZ_FULL_PV2018-64.xml,2018-02-08,4,PT/2018-64,PT,1
České vysoké učení technické v Praze,CZ,2018-696,OPENDATAST96_PT_CZ_FULL_PV2018-696.xml,2018-12-12,4,PT/2018-696,PT,1
České vysoké učení technické v Praze,CZ,2018-738,OPENDATAST96_PT_CZ_FULL_PV2018-738.xml,2018-12-21,4,PT/2018-738,PT,1
České vysoké učení technické v Praze,CZ,2018-739,OPENDATAST96_PT_CZ_FULL_PV2018-739.xml,2018-12-21,4,PT/2018-739,PT,1
České vysoké učení technické v Praze,CZ,2019-387,OPENDATAST96_PT_CZ_FULL_PV2019-387.xml,2019-06-19,4,PT/2019-387,PT,1
České vysoké učení technické v Praze,CZ,2019-410,OPENDATAST96_PT_CZ_FULL_PV2019-410.xml,2019-06-24,4,PT/2019-410,PT,1
České vysoké učení technické v Praze,CZ,2019-543,OPENDATAST96_PT_CZ_FULL_PV2019-543.xml,2019-08-20,4,PT/2019-543,PT,1
České vysoké učení technické v Praze,CZ,2019-648,OPENDATAST96_PT_CZ_FULL_PV2019-648.xml,2019-10-18,4,PT/2019-648,PT,1
České vysoké učení technické v Praze,CZ,2020-549,OPENDATAST96_PT_CZ_FULL_PV2020-549.xml,2020-10-10,4,PT/2020-549,PT,1
"České vysoké učení technické v Praze  
Fakulta  elektrotechnická",CZ,2013-28518,OPENDATAST96_PT_CZ_FULL_PUV2013-28518.xml,2013-09-24,4,PUV/28518,PUV,2
České vysoké učení technické v Praze - Fakulta elektrotechnická,CZ,2013-27327,OPENDATAST96_PT_CZ_FULL_PUV2013-27327.xml,2013-01-14,4,PUV/27327,PUV,2
České vysoké učení technické v Praze - fakulta elektrotechnická,CZ,2013-149,OPENDATAST96_PT_CZ_FULL_PV2013-149.xml,2013-02-27,4,PT/2013-149,PT,1
České vysoké učení technické v Praze - fakulta elektrotechnická,CZ,2013-218,OPENDATAST96_PT_CZ_FULL_PV2013-218.xml,2013-03-25,4,PT/2013-218,PT,1
České vysoké učení technické v Praze - fakulta stavební,CZ,2013-28985,OPENDATAST96_PT_CZ_DIFF_PUV2013-28985.xml,2013-12-19,4,PUV/28985,PUV,2
České vysoké učení technické v Praze - fakulta stavební,CZ,2013-27307,OPENDATAST96_PT_CZ_FULL_PUV2013-27307.xml,2013-01-09,4,PUV/27307,PUV,2
České vysoké učení technické v Praze - fakulta stavební,CZ,2013-27482,OPENDATAST96_PT_CZ_FULL_PUV2013-27482.xml,2013-02-21,4,PUV/27482,PUV,2
České vysoké učení technické v Praze - fakulta stavební,CZ,2013-27664,OPENDATAST96_PT_CZ_FULL_PUV2013-27664.xml,2013-03-27,4,PUV/27664,PUV,2
České vysoké učení technické v Praze - fakulta stavební,CZ,2013-27696,OPENDATAST96_PT_CZ_FULL_PUV2013-27696.xml,2013-04-03,4,PUV/27696,PUV,2
České vysoké učení technické v Praze - fakulta stavební,CZ,2013-28158,OPENDATAST96_PT_CZ_FULL_PUV2013-28158.xml,2013-07-03,4,PUV/28158,PUV,2
České vysoké učení technické v Praze - fakulta stavební,CZ,2013-28159,OPENDATAST96_PT_CZ_FULL_PUV2013-28159.xml,2013-07-03,4,PUV/28159,PUV,2
České vysoké učení technické v Praze - fakulta stavební,CZ,2013-28807,OPENDATAST96_PT_CZ_FULL_PUV2013-28807.xml,2013-11-21,4,PUV/28807,PUV,2
České vysoké učení technické v Praze - fakulta stavební,CZ,2013-28808,OPENDATAST96_PT_CZ_FULL_PUV2013-28808.xml,2013-11-21,4,PUV/28808,PUV,2
České vysoké učení technické v Praze - fakulta stavební,CZ,2013-129,OPENDATAST96_PT_CZ_FULL_PV2013-129.xml,2013-02-21,4,PT/2013-129,PT,1
České vysoké učení technické v Praze - fakulta stavební,CZ,2013-229,OPENDATAST96_PT_CZ_FULL_PV2013-229.xml,2013-03-27,4,PT/2013-229,PT,1
České vysoké učení technické v Praze - fakulta stavební,CZ,2013-918,OPENDATAST96_PT_CZ_FULL_PV2013-918.xml,2013-11-21,4,PT/2013-918,PT,1
České vysoké učení technické v Praze - fakulta stavební,CZ,2013-919,OPENDATAST96_PT_CZ_FULL_PV2013-919.xml,2013-11-21,4,PT/2013-919,PT,1
"České vysoké učení technické v Praze 
(Český institut informatiky, robotiky a kybernetiky)",CZ,2019-779,OPENDATAST96_PT_CZ_DIFF_PV2019-779.xml,2019-12-17,4,PT/2019-779,PT,1
"České vysoké učení technické v Praze 
Fakulta elektrotechnická",CZ,2013-27316,OPENDATAST96_PT_CZ_FULL_PUV2013-27316.xml,2013-01-10,4,PUV/27316,PUV,2
"České vysoké učení technické v Praze 
Fakulta elektrotechnická",CZ,2013-27419,OPENDATAST96_PT_CZ_FULL_PUV2013-27419.xml,2013-02-07,4,PUV/27419,PUV,2
"České vysoké učení technické v Praze 
Fakulta elektrotechnická",CZ,2013-27649,OPENDATAST96_PT_CZ_FULL_PUV2013-27649.xml,2013-03-25,4,PUV/27649,PUV,2
"České vysoké učení technické v Praze 
Fakulta elektrotechnická",CZ,2013-27997,OPENDATAST96_PT_CZ_FULL_PUV2013-27997.xml,2013-05-29,4,PUV/27997,PUV,2
"České vysoké učení technické v Praze 
Fakulta elektrotechnická",CZ,2014-29383,OPENDATAST96_PT_CZ_FULL_PUV2014-29383.xml,2014-03-26,4,PUV/29383,PUV,2
"České vysoké učení technické v Praze 
Fakulta elektrotechnická",CZ,2014-29471,OPENDATAST96_PT_CZ_FULL_PUV2014-29471.xml,2014-04-15,4,PUV/29471,PUV,2
"České vysoké učení technické v Praze 
Fakulta elektrotechnická",CZ,2014-29549,OPENDATAST96_PT_CZ_FULL_PUV2014-29549.xml,2014-05-13,4,PUV/29549,PUV,2
"České vysoké učení technické v Praze 
Fakulta stavební",CZ,2013-27561,OPENDATAST96_PT_CZ_FULL_PUV2013-27561.xml,2013-03-07,4,PUV/27561,PUV,2
"České vysoké učení technické v Praze 
Fakulta stavební",CZ,2013-28185,OPENDATAST96_PT_CZ_FULL_PUV2013-28185.xml,2013-07-09,4,PUV/28185,PUV,2
"České vysoké učení technické v Praze 
Fakulta stavební",CZ,2013-28235,OPENDATAST96_PT_CZ_FULL_PUV2013-28235.xml,2013-07-22,4,PUV/28235,PUV,2
"České vysoké učení technické v Praze 
Fakulta stavební",CZ,2013-28236,OPENDATAST96_PT_CZ_FULL_PUV2013-28236.xml,2013-07-22,4,PUV/28236,PUV,2
"České vysoké učení technické v Praze 
Fakulta stavební",CZ,2013-28237,OPENDATAST96_PT_CZ_FULL_PUV2013-28237.xml,2013-07-22,4,PUV/28237,PUV,2
"České vysoké učení technické v Praze 
Kloknerův ústav",CZ,2013-28047,OPENDATAST96_PT_CZ_DIFF_PUV2013-28047.xml,2013-06-10,4,PUV/28047,PUV,2
"České vysoké učení technické v Praze 
Univerzitní centrum energeticky efektivních budov",CZ,2013-822,OPENDATAST96_PT_CZ_DIFF_PV2013-822.xml,2013-10-25,4,PT/2013-822,PT,1
"České vysoké učení technické v Praze 
Univerzitní centrum energeticky efektivních budov",CZ,2013-28728,OPENDATAST96_PT_CZ_FULL_PUV2013-28728.xml,2013-11-05,4,PUV/28728,PUV,2
"České vysoké učení technické v Praze 
Univerzitní centrum energeticky efektivních budov",CZ,2018-34962,OPENDATAST96_PT_CZ_FULL_PUV2018-34962.xml,2018-05-15,4,PUV/34962,PUV,2
České vysoké učení technické v Praze- Fakulta stavební,CZ,2014-29063,OPENDATAST96_PT_CZ_FULL_PUV2014-29063.xml,2014-01-10,4,PUV/29063,PUV,2
"České vysoké učení technické v Praze
Fakulta elektrotechnická",CZ,2013-27378,OPENDATAST96_PT_CZ_FULL_PUV2013-27378.xml,2013-01-29,4,PUV/27378,PUV,2
"České vysoké učení technické v Praze
Fakulta stavební",CZ,2013-28819,OPENDATAST96_PT_CZ_FULL_PUV2013-28819.xml,2013-11-22,4,PUV/28819,PUV,2
"České vysoké učení technické v Praze
Fakulta stavební",CZ,2013-28820,OPENDATAST96_PT_CZ_FULL_PUV2013-28820.xml,2013-11-22,4,PUV/28820,PUV,2
"České vysoké učení technické v Praze
Univerzitní centrum energeticky efektivních budov",CZ,2015-30625,OPENDATAST96_PT_CZ_DIFF_PUV2015-30625.xml,2015-01-23,4,PUV/30625,PUV,2
"České vysoké učení technické v Praze
Univerzitní centrum energeticky efektivních budov",CZ,2015-30626,OPENDATAST96_PT_CZ_DIFF_PUV2015-30626.xml,2015-01-23,4,PUV/30626,PUV,2
"České vysoké učení technické v Praze
Univerzitní centrum energeticky efektivních budov",CZ,2015-31545,OPENDATAST96_PT_CZ_DIFF_PUV2015-31545.xml,2015-09-22,4,PUV/31545,PUV,2
"České vysoké učení technické v Praze
Univerzitní centrum energeticky efektivních budov",CZ,2013-28819,OPENDATAST96_PT_CZ_FULL_PUV2013-28819.xml,2013-11-22,4,PUV/28819,PUV,2
"České vysoké učení technické v Praze
Univerzitní centrum energeticky efektivních budov",CZ,2013-28820,OPENDATAST96_PT_CZ_FULL_PUV2013-28820.xml,2013-11-22,4,PUV/28820,PUV,2
"České vysoké učení technické v Praze
Univerzitní centrum energeticky efektivních budov",CZ,2014-29063,OPENDATAST96_PT_CZ_FULL_PUV2014-29063.xml,2014-01-10,4,PUV/29063,PUV,2
"České vysoké učení technické v Praze
Univerzitní centrum energeticky efektivních budov",CZ,2014-29288,OPENDATAST96_PT_CZ_FULL_PUV2014-29288.xml,2014-02-27,4,PUV/29288,PUV,2
"České vysoké učení technické v Praze
Univerzitní centrum energeticky efektivních budov",CZ,2015-30691,OPENDATAST96_PT_CZ_FULL_PUV2015-30691.xml,2015-02-04,4,PUV/30691,PUV,2
"České vysoké učení technické v Praze
Univerzitní centrum energeticky efektivních budov",CZ,2014-123,OPENDATAST96_PT_CZ_FULL_PV2014-123.xml,2014-02-27,4,PT/2014-123,PT,1
"České vysoké učení technické v Praze, 
Fakulta biomedicínského inženýrství",CZ,2013-27389,OPENDATAST96_PT_CZ_FULL_PUV2013-27389.xml,2013-01-30,4,PUV/27389,PUV,2
"České vysoké učení technické v Praze, 
Fakulta biomedicínského inženýrství",CZ,2013-27470,OPENDATAST96_PT_CZ_FULL_PUV2013-27470.xml,2013-02-18,4,PUV/27470,PUV,2
"České vysoké učení technické v Praze, 
Fakulta biomedicínského inženýrství",CZ,2013-27581,OPENDATAST96_PT_CZ_FULL_PUV2013-27581.xml,2013-03-11,4,PUV/27581,PUV,2
"České vysoké učení technické v Praze, 
Fakulta biomedicínského inženýrství",CZ,2013-27989,OPENDATAST96_PT_CZ_FULL_PUV2013-27989.xml,2013-05-27,4,PUV/27989,PUV,2
"České vysoké učení technické v Praze, 
Fakulta biomedicínského inženýrství",CZ,2013-28454,OPENDATAST96_PT_CZ_FULL_PUV2013-28454.xml,2013-09-15,4,PUV/28454,PUV,2
"České vysoké učení technické v Praze, 
Fakulta dopravní, Ústav letecké dopravy",CZ,2013-28377,OPENDATAST96_PT_CZ_DIFF_PUV2013-28377.xml,2013-08-28,4,PUV/28377,PUV,2
"České vysoké učení technické v Praze, 
Fakulta elektrotechnická",CZ,2014-29313,OPENDATAST96_PT_CZ_FULL_PUV2014-29313.xml,2014-03-07,4,PUV/29313,PUV,2
"České vysoké učení technické v Praze, 
Fakulta elektrotechnická",CZ,2014-327,OPENDATAST96_PT_CZ_FULL_PV2014-327.xml,2014-05-13,4,PT/2014-327,PT,1
"České vysoké učení technické v Praze, 
Fakulta elektrotechnická",CZ,2015-282,OPENDATAST96_PT_CZ_FULL_PV2015-282.xml,2015-04-27,4,PT/2015-282,PT,1
"České vysoké učení technické v Praze, 
Fakulta stavební, Experimentální centrum",CZ,2013-27491,OPENDATAST96_PT_CZ_FULL_PUV2013-27491.xml,2013-02-22,4,PUV/27491,PUV,2
"České vysoké učení technické v Praze, 
Fakulta stavební, Katedra mapování a kartografie",CZ,2013-133,OPENDATAST96_PT_CZ_FULL_PV2013-133.xml,2013-02-22,4,PT/2013-133,PT,1
"České vysoké učení technické v Praze, 
Fakulta stavební, Katedra mechaniky",CZ,2013-28505,OPENDATAST96_PT_CZ_FULL_PUV2013-28505.xml,2013-09-20,4,PUV/28505,PUV,2
"České vysoké učení technické v Praze, 
Fakulta stavební, Katedra speciální geodézie",CZ,2013-28003,OPENDATAST96_PT_CZ_FULL_PUV2013-28003.xml,2013-05-30,4,PUV/28003,PUV,2
"České vysoké učení technické v Praze, 
Fakulta strojní - ústav energetiky",CZ,2013-28423,OPENDATAST96_PT_CZ_FULL_PUV2013-28423.xml,2013-09-06,4,PUV/28423,PUV,2
"České vysoké učení technické v Praze, 
Fakulta strojní, Ústav materiálového inženýrství",CZ,2013-27710,OPENDATAST96_PT_CZ_FULL_PUV2013-27710.xml,2013-04-04,4,PUV/27710,PUV,2
"České vysoké učení technické v Praze, 
Fakulta strojní, Ústav materiálového inženýrství",CZ,2013-27711,OPENDATAST96_PT_CZ_FULL_PUV2013-27711.xml,2013-04-04,4,PUV/27711,PUV,2
"České vysoké učení technické v Praze, 
Fakulta strojní, Ústav materiálového inženýrství",CZ,2013-27712,OPENDATAST96_PT_CZ_FULL_PUV2013-27712.xml,2013-04-04,4,PUV/27712,PUV,2
"České vysoké učení technické v Praze, 
Fakulta strojní, Ústav materiálového inženýrství",CZ,2013-27713,OPENDATAST96_PT_CZ_FULL_PUV2013-27713.xml,2013-04-04,4,PUV/27713,PUV,2
"České vysoké učení technické v Praze, Fakulta  strojní",CZ,2013-27455,OPENDATAST96_PT_CZ_FULL_PUV2013-27455.xml,2013-02-14,4,PUV/27455,PUV,2
"České vysoké učení technické v Praze, Fakulta biomedicínského inženýrství",CZ,2015-31060,OPENDATAST96_PT_CZ_DIFF_PUV2015-31060.xml,2015-05-07,4,PUV/31060,PUV,2
"České vysoké učení technické v Praze, Fakulta biomedicínského inženýrství",CZ,2016-33170,OPENDATAST96_PT_CZ_DIFF_PUV2016-33170.xml,2016-12-13,4,PUV/33170,PUV,2
"České vysoké učení technické v Praze, Fakulta biomedicínského inženýrství",CZ,2017-33823,OPENDATAST96_PT_CZ_DIFF_PUV2017-33823.xml,2017-06-19,4,PUV/33823,PUV,2
"České vysoké učení technické v Praze, Fakulta biomedicínského inženýrství",CZ,2015-190,OPENDATAST96_PT_CZ_DIFF_PV2015-190.xml,2015-03-17,4,PT/2015-190,PT,1
"České vysoké učení technické v Praze, Fakulta biomedicínského inženýrství",CZ,2015-30606,OPENDATAST96_PT_CZ_FULL_PUV2015-30606.xml,2015-01-19,4,PUV/30606,PUV,2
"České vysoké učení technické v Praze, Fakulta biomedicínského inženýrství",CZ,2015-30801,OPENDATAST96_PT_CZ_FULL_PUV2015-30801.xml,2015-02-27,4,PUV/30801,PUV,2
"České vysoké učení technické v Praze, Fakulta biomedicínského inženýrství",CZ,2016-32112,OPENDATAST96_PT_CZ_FULL_PUV2016-32112.xml,2016-02-16,4,PUV/32112,PUV,2
"České vysoké učení technické v Praze, Fakulta biomedicínského inženýrství",CZ,2016-32295,OPENDATAST96_PT_CZ_FULL_PUV2016-32295.xml,2016-04-18,4,PUV/32295,PUV,2
"České vysoké učení technické v Praze, Fakulta biomedicínského inženýrství",CZ,2016-33237,OPENDATAST96_PT_CZ_FULL_PUV2016-33237.xml,2016-12-27,4,PUV/33237,PUV,2
"České vysoké učení technické v Praze, Fakulta biomedicínského inženýrství",CZ,2016-480,OPENDATAST96_PT_CZ_FULL_PV2016-480.xml,2016-08-08,4,PT/2016-480,PT,1
"České vysoké učení technické v Praze, Fakulta dopravní, Ústav bezpečnostních 
 technologií a inženýrství",CZ,2013-280,OPENDATAST96_PT_CZ_FULL_PV2013-280.xml,2013-04-12,4,PT/2013-280,PT,1
"České vysoké učení technické v Praze, Fakulta dopravní, Ústav letecké dopravy",CZ,2014-29450,OPENDATAST96_PT_CZ_DIFF_PUV2014-29450.xml,2014-04-10,4,PUV/29450,PUV,2
